,No.,Material,Part Name,Storage Bin,Tact,Box 1,Box 2,Box 3,Box 4,Box 5,Recount 1,Recount 2,Recount 3,Recount 4,Recount 5,Status,,Verify By,Remark
,781,5WA129624,CONNECTING PIPE,GED-117,ED,2,,,,,,,,,,Counted,,,
,782,5WA145762E,CHARGE AIR PIPE,GED-108,ED,0,,,,,,,,,,Counted,,,
,783,5WA145792G,CHARGE AIR PIPE,GED-109,ED,0,,,,,,,,,,Counted,,,
,784,5WC971111BR,HARNESS ELECTRIC STEERING,GFA-31,FRONT AXLE,10,,,,,,,,,,Counted,,,
,785,5H0121283AH,AIR DEFLECTOR,GFE-54,FRONTEND,12,,,,,,,,,,Counted,,,
,786,5H0121284AH,AIR DEFLECTOR,GFE-55,FRONTEND,12,,,,,,,,,,Counted,,,
,787,5WA121070C,COOLANT PIPE,GFE-56,FRONTEND,85,,,,,,,,,,Counted,,,
,788,N 90817003,FLANGE SCREW FOR TP,GFE-57,FRONTEND,61,570,,,,,,,,,Counted,,,
,789,N 10715901,HEXAGON FLANGE BOLT,GPA-78,POWERTRAIN,89,70,,,,,,,,,Counted,,,
,790,5WA131553B,CONTROL LINE,GPA-79,POWERTRAIN,32,,,,,,,,,,Counted,,,
,791,06Q919519R,EXH.TEMP.SENSOR,GPA-80,POWERTRAIN,13,,,,,,,,,,Counted,,,
,792,3G0131553B,CONTROL LINE,GPA-77,POWERTRAIN,1,,,,,,,,,,Counted,,,
,793,N 01508210,HEXAGON FLANGE NUT,GPA-82,POWERTRAIN,0,,,,,,,,,,Counted,,,
,794,N 10644901,TRIPLE SQUARE BOLT,GPA-83,POWERTRAIN,460,,,,,,,,,,Counted,,,
,795,1J0611853,LINE BRACKET,GPA-86,POWERTRAIN,138,,,,,,,,,,Counted,,,
,796,N 91191701,DOUBLE BOLT,GPA-87,POWERTRAIN,168,250,,,,,,,,,Counted,,,
,797,N 91066901,HEXAGON FLANGE SCREW W.WASHER,GPA-88,POWERTRAIN,291,,,,,,,,,,Counted,,,
,798,1H0971939C,CABLE CLAMP,GPA-84,POWERTRAIN,93,,,,,,,,,,Counted,,,
,799,N 90846102,12 POINT BOLT,GPA-90,POWERTRAIN,546,,,,,,,,,,Counted,,,
,800,WHT005179,12-POINT FLANGE BO LT,GPA-92,POWERTRAIN,149,,,,,,,,,,Counted,,,
,801,5G0971154,ADAPTER CABLE,GPA-91,POWERTRAIN,38,,,,,,,,,,Counted,,,
,802,5WA611701,"BRAKE HOSE,FR",GPA-98,POWERTRAIN,68,,,,,,,,,,Counted,,,
,803,WHT009290,12-POINT FLANGE BO LT W. WASHER,GRA-52,REAR AXLE,65,,,,,,,,,,Counted,,,
,804,N 90737107,HEXALOBULAR SOCKET SCREW WITH FLANGE,GRA-53,REAR AXLE,203,,,,,,,,,,Counted,,,
,805,WHT005437A,12-POINT FLANGE BO LT,GRA-54,REAR AXLE,44,,,,,,,,,,Counted,,,
,806,N 10720201,12-POINT SOCKET BOLT WITH WASHER,GRA-55,REAR AXLE,126,,,,,,,,,,Counted,,,
,807,5H0864207C VYD,ARM REST,GCC-30,CONSOLE,2,,,,,,,,,,Counted,,,
,808,5WA400053MK,STEERING KNUCKLE,GCM-09,CM,11,,,,,,,,,,Counted,,,
,809,5WA400054ML,STEERING KNUCKLE,GCM-10,CM,12,,,,,,,,,,Counted,,,
,810,5WA412022HR,SUSPENSION STRUT,GCM-11,CM,8,,,,,,,,,,Counted,,,
,811,5Q0411303AC,STABILIZER BAR,GFA-28,FRONT AXLE,103,,,,,,,,,,Counted,,,
,812,81A407151F,TRACK CONTROL ARM,GFA-29,FRONT AXLE,48,,,,,,,,,,Counted,,,
,813,81A407152F,TRACK CONTROL ARM,GFA-30,FRONT AXLE,48,,,,,,,,,,Counted,,,
,814,5H0807248BA,FOAM PART,GFE-51,FRONTEND,28,,,,,,,,,,Counted,,,
,815,5H2941012AB,HEADLAMP,GFE-52,FRONTEND,4,,,,,,,,,,Counted,,,
,816,5WA816411D,CONDENSER,GFE-53,FRONTEND,22,,,,,,,,,,Counted,,,
,817,5WA521101T,PROPELLER SHAFT,GPA-76,POWERTRAIN,0,,,,,,,,,,Counted,,,
,818,08E525010N,REAR DIFFERENTIAL,GRA-44,REAR AXLE,4,,,,,,,,,,Counted,,,
,819,5WA501051AB,FINAL DRIVE,GRA-45,REAR AXLE,4,,,,,,,,,,Counted,,,
,820,5WA501052AB,FINAL DRIVE,GRA-46,REAR AXLE,6,,,,,,,,,,Counted,,,
,821,5WA501203A,HALF SHAFT,GRA-47,REAR AXLE,25,,,,,,,,,,Counted,,,
,822,5WA501204A,HALF SHAFT,GRA-48,REAR AXLE,25,,,,,,,,,,Counted,,,
,823,5WA511305L,STABILIZER BAR,GRA-49,REAR AXLE,22,,,,,,,,,,Counted,,,
,824,5Q0505235M,SUBFRAME,GRA-50,REAR AXLE,7,,,,,,,,,,Counted,,,
,825,5WA512009BG,REAR SHOCK ABSORBER,GRA-51,REAR AXLE,12,,,,,,,,,,Counted,,,
,826,0GC300073Q,4 WHEEL DRIVE,GED-118,ED,8,,,,,,,,,,Counted,,,
,827,06Q100010DN,ENGINE,GED-119,ED,4,,,,,,,,,,Counted,,,
,828,N 91201301,HEXAGON HEAD BOLT WITH WASHER,GRA-62,REAR AXLE,45,,,,,,,,,,Counted,,,
,829,7L0899187,PLUG,GRA-63,REAR AXLE,24,,,,,,,,,,Counted,,,
,830,5N0505233A,STOP,GRA-64,REAR AXLE,98,,,,,,,,,,Counted,,,
,831,5WA512521A,SENSOR,GRA-56,REAR AXLE,43,,,,,,,,,,Counted,,,
,832,5H0971499,ADAPTER CABLE,GRA-57,REAR AXLE,30,,,,,,,,,,Counted,,,
,833,5WA525095A,BREATHER PIPE,GRA-58,REAR AXLE,22,,,,,,,,,,Counted,,,
,834,5WA525095,BREATHER PIPE,GRA-59,REAR AXLE,19,,,,,,,,,,Counted,,,
,835,5H0825268,STONE GUARD,GRA-60,REAR AXLE,22,,,,,,,,,,Counted,,,
,836,5WA199313AG,SUBFRAME,GFA-32,FRONT AXLE,13,,,,,,,,,,Counted,,,
,837,5Q0145803AE,CHARGE AIR COOLER,GFE-58,FRONTEND,1,,,,,,,,,,Counted,,,
,838,5Q0802128A,TUNNEL CROSS-PIECE,GPA-81,POWERTRAIN,36,,,,,,,,,,Counted,,,
,839,5Q0825613F,HEAT SHIELD,GPA-89,POWERTRAIN,6,,,,,,,,,,Counted,,,
,840,5WA614741H,BRAKE LINE,GPA-94,POWERTRAIN,9,,,,,,,,,,Counted,,,
,841,5Q0825662BS,"HEAT SHIELD,TUNNEL FRONT",GPA-96,POWERTRAIN,8,,,,,,,,,,Counted,,,
,842,5Q0825701L,"HEAT SHIELDING, REAR MUFFLER",GPA-97,POWERTRAIN,9,,,,,,,,,,Counted,,,
,843,5WA511115C,HELICAL SPRING,GRA-61,REAR AXLE,120,,,,,,,,,,Counted,,,
,844,5Q0521441B,HEAT SHIELD,GPA-85,POWERTRAIN,64,,,,,,,,,,Counted,,,
,845,N 91202001,HEXAGON FLANGE BOL T,GED-107,ED,20,,,,,,,,,,Counted,,,
,846,1K0971615DD,CABLE HOLDER,GED-120,ED,18,,,,,,,,,,Counted,,,
,847,5WA614742AR,BRAKE LINE,GPA-95,POWERTRAIN,0,,,,,,,,,,Counted,,,
,848,5Q0407720C,SHIELD,GPA-95,POWERTRAIN,9,,,,,,,,,,Counted,,,
,849,5WA121203Q,RADIATORSHROUD,GFE,FRONTEND,14,,,,,,,,,,Counted,,,
,850,3WA907541F,RADARSENSOR,GFE,FRONTEND,19,36,36,,,,,,,,Counted,,,
,851,5H0713059T,SHIFT MECHANISM,GCC-18,CONSOLE,26,,,,,,,,,,Counted,,,
